sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score
255	Daple	440193	9606	ULK1	8408	9606	no_binding	coIP	co-IP	Moreover, we found that Daple did not interact with other proteins involved in autophagy initiation and elongation, including members of the beclin-1 complex or the ULK1 complex, ATG5-12, or ATG7 (Supplementary Fig.	7g).	9c).	32382014	PMC7206012	TRIM11 facilitates chemoresistance in nasopharyngeal carcinoma by activating the beta-catenin/ABCC9 axis via p62-selective autophagic degradation of Daple	CLAIM:000150685:0-1	PAIR2:GENE:440193|GENE:8408	CLAIM:000150685	acef692f9afeedb9910d2c78ed791cd3bfef6f47	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	101.0
256	Daple	440193	9606	beclin-1	8678	9606	no_binding	coIP	co-IP	Moreover, we found that Daple did not interact with other proteins involved in autophagy initiation and elongation, including members of the beclin-1 complex or the ULK1 complex, ATG5-12, or ATG7 (Supplementary Fig.	7g).	9c).	32382014	PMC7206012	TRIM11 facilitates chemoresistance in nasopharyngeal carcinoma by activating the beta-catenin/ABCC9 axis via p62-selective autophagic degradation of Daple	CLAIM:000150684:0-1	PAIR2:GENE:440193|GENE:8678	CLAIM:000150684	7e86d77cdd79bf5c00b6a2c2fd9fde6a36d30a92	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	101.0
257	TRIM18	4281	9606	SOCS1	8651	9606	no_binding	coIP	co-immunoprecipitation	Afterward, co-IP assay of TRIM18 and SOCS1 as well as TRIM18 and PTP1B was performed, revealing that TRIM18 did not interact with SOCS1 (Figure 5B) but interacted with PTP1B (Figure 5C).	We found that TRIM18 overexpression significantly decreased the expression of SOCS1 and PTP1B, but it did not affect the expression of SHP-1 or PIAS1 (Figure 5A).	Quantitative real-time PCR results suggested that the expression level of PTP1B mRNA was not affected by either TRIM18 silencing or overexpression (Figure 5D).	34434118	PMC8381599	TRIM18-Regulated STAT3 Signaling Pathway via PTP1B Promotes Renal Epithelial-Mesenchymal Transition, Inflammation, and Fibrosis in Diabetic Kidney Disease	CLAIM:000012502:0-1	PAIR2:GENE:4281|GENE:8651	CLAIM:000012502	8b10b9d68dc5433ba515e43681c744a8a7f45a9a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	101.0
258	centrin	397814	10090	FAK	5747	9606	no_interaction	FRET	FRET	Control experiments using centrin GFP as the donor and mKate2-FAK as an acceptor fail to detect FRET, as expected, and show that FAK does not interact with centrin.	3C).	Thus, we conclude that the CA complex is established at the distal end of the basal foot in MCCs and may depend on an interaction between FAK and CEP170.	36347932	PMC9643470	The apical ciliary adhesion complex is established at the basal foot of motile cilia and depends on the microtubule network	CLAIM:000320885:0-1	PAIR2:GENE:397814|GENE:5747	CLAIM:000320885	a41ca33aa1a995497cbe2ce7cea509e6741c5760	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
259	AHR	11622	10090	SIM2	20465	10090	no_interaction	Y2H	yeast two-hybrid	SIM1 and SIM2 do not form homodimers, and they do not interact with AHR.	Both the helix-loop-helix and the PAS regions of SIM1 and of ARNT are required for efficient heterodimerization.	We also failed to detect homodimerization of ARNT.	9020169		Two murine homologs of the Drosophila single-minded protein that interact with the mouse aryl hydrocarbon receptor nuclear translocator protein.	CLAIM:000279317:0-1	PAIR2:GENE:11622|GENE:20465	CLAIM:000279317	1b14a31c03dbeca75ddbd99698e6db2e6a327c1e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
260	Galphas	2588	9606	PLCbeta4	5332	10090	no_interaction	in_vitro_binding_unspecified	in vitro binding assay	An alternate possibility is that in vitro Galphas does not interact with the phophatidylethanolamine:PI vesicle bilayer that supplies the PI substrate and supports G protein-PLC interactions, whereas XLalphas is able to bind to this membrane surface allowing it to engage with PLCbeta4.	One possibility is that in cells there are additional regulatory mechanisms downstream of Galphas and cAMP that can alter PLCbeta4 activation independently of direct activation of PLCbeta4 by XLalphas.		35709985	PMC9294334	A naturally occurring membrane-anchored Galphas variant, XLalphas, activates phospholipase Cbeta4	CLAIM:000190720:0-1	PAIR2:GENE:2588|GENE:5332	CLAIM:000190720	c143359c75ad73cde8b7d55a4c50d990aba9e2d8	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	1	1	0	1	0	0	100.0
261	MDM2	4193	9606	NME1	4830	9606	no_interaction	Y2H	yeast two-hybrid	The MDM2-NME2 interaction is highly specific, as NME1 (87.5% amino acid identity) does not interact with MDM2 in yeast.	We identified the non-metastatic cells 2, protein; NME2 (NDPK-B, NM23-B/-H2), a nucleoside diphosphate kinase, as an MDM2-interacting protein using both a proteomic-based strategy [affinity chromatography and tandem mass spectrometry [MS/MS] from HEK293 cells] and a yeast two-hybrid screen of a renal carcinoma cell-derived complementary DNA library.	Specific NME proteins display well-documented cell motility and metastasis-suppressing activity.	21504894		MDM2 interacts with NME2 (non-metastatic cells 2, protein) and suppresses the ability of NME2 to negatively regulate cell motility.	CLAIM:000243587:0-1	PAIR2:GENE:4193|GENE:4830	CLAIM:000243587	29fea1b5e8a33ceb05e89439ec86aa7561cc87e4	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
262	PSMalpha4	5685	10090	TLR4	7099	9606	no_binding	SPR	surface plasmon resonance	However, PSMalpha4 and delta-toxin do not bind to TLR4, indicating that PSMalpha1-alpha3 and PSMbeta1-beta2 binding to TLR4 is specific.	We identified significant PSMalpha1-alpha3 and PSMbeta1-beta2 binding to TLR4 in a concentration-dependent manner, with apparent KD of 3.811, 3.243, 3.004, 3.795, and 7.776 microM, respectively, in which the error ranges for Kd and KD were shown (Figure 1; Figures S1A-E in Supplementary Material).	Consequently, PSMalpha4 and delta-toxin were used as negative controls in the further study.	29922279	PMC5996891	Staphylococcus aureus Phenol-Soluble Modulins alpha1-alpha3 Act as Novel Toll-Like Receptor (TLR) 4 Antagonists to Inhibit HMGB1/TLR4/NF-kappaB Signaling Pathway	CLAIM:000043918:0-1	PAIR2:GENE:5685|GENE:7099	CLAIM:000043918	1d7ea96365318ff8a87e689db2a116f19c7d74d7	REVIEW_EXPERIMENTAL_SUPPORT	uncertain	canonical_possible	experiment_not_confirmed_by_prior_model	negative_control	0	1	none_detected	1	0	0	0	0	0	100.0
263	p22phox	1535	9606	EROS	79415	9606	no_interaction	Y2H	yeast two hybrid	We have therefore confirmed the direct interaction between EROS and gp91phox by yeast two hybrid, added important negative findings (no interaction with p22phox or NOX5) and new positive data (interactions with NOX4 and NOX3).	This approach also demonstrated an interaction between EROS and gp91phox and also showed that EROS could bind NOX3 and NOX4 though not NOX5 or p22phox.		36421765	PMC9767466	EROS is a selective chaperone regulating the phagocyte NADPH oxidase and purinergic signalling	CLAIM:000165938:0-1	PAIR2:GENE:1535|GENE:79415	CLAIM:000165938	1ffc6521645ed3544252fa1d2cf762bd073a6164	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
264	WDR5b	828189	10090	ASH2R	841570	3702	no_interaction	Y2H	yeast two-hybrid	Using yeast two-hybrid approach, surprisingly, we found that WDR5b did not interact with either RBL or ASH2R in yeast (Figure S7).	We sought to determine whether WDR5b could form a complex with RBL and ASH2R.	These results suggest that in Arabidopsis there may be only a single core subcomplex for H3K4 methylation, namely ASH2R-RBL-WDR5a.	21423667	PMC3053346	Arabidopsis COMPASS-Like Complexes Mediate Histone H3 Lysine-4 Trimethylation to Control Floral Transition and Plant Development	CLAIM:000194084:0-1	PAIR2:GENE:828189|GENE:841570	CLAIM:000194084	7778fa2484d9353db9d9976c71ae80843d6bc599	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
265	AGO1	36544	7227	Bam	43038	7227	no_interaction	Y2H	Yeast two-hybrid and coimmunoprecipitation	The binary complexes show direct and robust interaction of Brat-Bam, Brat-AGO 1, and no interaction of Bam and AGO1 proteins in Yeast and coimmunoprecipitation assay in S2 cells	3.1.		33907499	PMC8068763	Negative regulation of diminutive cancer regulator through differentiation and microRNA pathway components in Drosophila cells	CLAIM:000123052:0-1	PAIR2:GENE:36544|GENE:43038	CLAIM:000123052	13b62fc466ad28379d9643f1adf61e2c0a535525	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
266	creatine kinase B	24264	10116	ASB9	367785	10090	no_interaction	Y2H	yeast two-hybrid	Yeast two-hybrid screening of OF-cDNAs library resulted in the identification of 10 potential ASB9 binding partners in GC but no interaction was found between ASB9 and creatine kinase B (CKB) in these GC.	These results were confirmed in western blot analysis showing strongest ASB9 protein amounts in OF.	Functional studies using CRISPR-Cas9 approach revealed that ASB9 inhibition led to increased GC proliferation and modulation of target genes expression.	30811458	PMC6392328	Gonadotropin regulation of ankyrin-repeat and SOCS-box protein 9 (ASB9) in ovarian follicles and identification of binding partners	CLAIM:000053590:0-1	PAIR2:GENE:24264|GENE:367785	CLAIM:000053590	80ff6ad55891e8907bd3e7a6d46978e66a945ab8	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
267	ODR-10	180959	328850	SSTR5	6755	9606	no_interaction	Y2H	yeast two-hybrid	As shown in Figure 2E, ODR-10 did not interact with SSTR5, demonstrated by lack of growth on drop out media lacking His, and lack of beta-galactosidase expression.	We tested pairwise interaction between ODR-10-Cub and SSTR5-NubG using the split-ubiquitin yeast two-hybrid system.	It is possible that the enhanced BRET signals observed, whilst not being completely non-specific, only occur at the receptor concentrations achieved in the heterologous yeast system.	25254556	PMC4177895	Oligomerisation of C. elegans Olfactory Receptors, ODR-10 and STR-112, in Yeast	CLAIM:000285075:0-1	PAIR2:GENE:180959|GENE:6755	CLAIM:000285075	a3fee4cc0cde6b9c0935c2126d8ff07367005302	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
268	Misshapen/NIKs-related kinase	50488	10090	Rap1	54386	9606	no_interaction	Y2H	yeast two-hybrid	By the affinity chromatography/mass-spectrometry approach and the yeast two-hybrid screening, we identified Misshapen/NIKs-related kinase (MINK) as a novel Rap2-interacting protein that does not interact with Rap1 or Ras.	Rap1 and Rap2 are similar Ras-like G proteins but perform distinct functions.	MINK is a member of the STE20 group of mitogen-activated protein kinase kinase kinase kinases.	18930710		MINK is a Rap2 effector for phosphorylation of the postsynaptic scaffold protein TANC1.	CLAIM:000345243:0-1	PAIR2:GENE:50488|GENE:54386	CLAIM:000345243	1221fec13b47f5116c5e33f2c4634653ffcfc5f6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	100.0
269	GAPDH	14433	10090	ABI3BP	25890	10090	no_interaction	coIP	co-immunoprecipitation	A, B Co-IP analysis revealed an interaction between ABI3BP and Klotho, but with no interaction observed between ABI3BP and GAPDH or Klotho and GAPDH.	ABI3BP promotes cell senescence by regulating Klotho to induce ferroptosis.	C Significantly increased Fe2+ content in HK-2 cells following the detection of KD-Klotho using a ferrous ion fluorescence probe (n = 3).	38812032	PMC11134664	ABI3BP promotes renal aging through Klotho-mediated ferroptosis	CLAIM:000037286:0-1	PAIR2:GENE:14433|GENE:25890	CLAIM:000037286	fdee2769ea974cc5b18e1638a195c3ce4d638845	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0
270	TBL3	10607	10090	JPH3	57338	9606	no_binding	pull_down	unknown	The interaction of TBL3 is specific for expanded CAG repeats, because no binding between TBL3 and CUG repeats in JPH3-(CUG)55, ATXN2-AS-(CUG)104 or HTT-AS-(CUG)80 was observed.	(B) TBL3 interacts with biotinylated expATXN2 (with 58 or 104 CAG repeats) and expHTT (with 56 or 80 CAG repeats) RNAs in an in vitro biotinylated RNA pull-down assay.	(C) Interaction between TBL3 and expATXN2 or expHTT is dependent on the CAG repeat region.	34390268	PMC8884117	RNA Toxicity and Perturbation of rRNA Processing in Spinocerebellar Ataxia Type 2	CLAIM:000328738:0-1	PAIR2:GENE:10607|GENE:57338	CLAIM:000328738	d1b1c9da82c77e3cdb6d8bc104a2f77719c8a124	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	99.0
271	TBL3	10607	10090	ATXN2	6311	9606	no_binding	pull_down	unknown	The interaction of TBL3 is specific for expanded CAG repeats, because no binding between TBL3 and CUG repeats in JPH3-(CUG)55, ATXN2-AS-(CUG)104 or HTT-AS-(CUG)80 was observed.	(B) TBL3 interacts with biotinylated expATXN2 (with 58 or 104 CAG repeats) and expHTT (with 56 or 80 CAG repeats) RNAs in an in vitro biotinylated RNA pull-down assay.	(C) Interaction between TBL3 and expATXN2 or expHTT is dependent on the CAG repeat region.	34390268	PMC8884117	RNA Toxicity and Perturbation of rRNA Processing in Spinocerebellar Ataxia Type 2	CLAIM:000328739:0-1	PAIR2:GENE:10607|GENE:6311	CLAIM:000328739	2de138af70205dd700a587b13217b16a4f03635e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	99.0
272	TBL3	10607	10090	HTT	3064	9606	no_binding	pull_down	unknown	The interaction of TBL3 is specific for expanded CAG repeats, because no binding between TBL3 and CUG repeats in JPH3-(CUG)55, ATXN2-AS-(CUG)104 or HTT-AS-(CUG)80 was observed.	(B) TBL3 interacts with biotinylated expATXN2 (with 58 or 104 CAG repeats) and expHTT (with 56 or 80 CAG repeats) RNAs in an in vitro biotinylated RNA pull-down assay.	(C) Interaction between TBL3 and expATXN2 or expHTT is dependent on the CAG repeat region.	34390268	PMC8884117	RNA Toxicity and Perturbation of rRNA Processing in Spinocerebellar Ataxia Type 2	CLAIM:000328740:0-1	PAIR2:GENE:10607|GENE:3064	CLAIM:000328740	cd6f8f48b502149c4556c529b4e48f43b717c833	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	99.0
273	VIP1	840957	3702	ASK1	843928	3702	no_interaction	BiFC	BiFC	Figure 3A shows that, in the multi-color bridge-BiFC assay, VIP1 did not interact directly with ASK1.	To better understand the relationship between VIP1 and the SCFVBF complex, we assayed for interactions between VIP1, VBF and ASK1.	Coexpression of VBF resulted in formation of VBF-ASK1 complexes detected as the cCFP/nVenus BiFC signal, indicating that VBF indeed represents a component of the SCFVBF complex.	20227663	PMC3427693	Agrobacterium induces expression of a host F-box protein required for tumorigenicity	CLAIM:000215305:0-1	PAIR2:GENE:840957|GENE:843928	CLAIM:000215305	8dae7e42b3b88c20f1b08da5646780e5e57fdf1f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	99.0
274	IRF9	10379	9606	UL23	3077524	10359	no_interaction	coIP	co-immunoprecipitation	Results indicated the coimmunoprecipitation of STAT1-STAT2 and STAT2-IRF9 complexes in cell extracts, as reported previously; however, no interaction between UL23 and ISGF3 subunits was observed in the co-IP assay (Figure 5A).	First, we utilized anti-IRF9, anti-STAT1, and anti-STAT2 antibodies for immunoprecipitate protein lysates collected in transfected cells, followed by immunoblotting performed using antibodies, as indicated.		34305856	PMC8301221	Human Cytomegalovirus UL23 Attenuates Signal Transducer and Activator of Transcription 1 Phosphorylation and Type I Interferon Response	CLAIM:000322852:0-1	PAIR2:GENE:10379|GENE:3077524	CLAIM:000322852	ead5b8bfa7e18a65b8dc9b249e92ab8f4c8b83c7	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	0	0	0	0	0	0	99.0
275	UL23	3077524	10359	STAT1	6772	9606	no_interaction	coIP	co-immunoprecipitation	Results indicated the coimmunoprecipitation of STAT1-STAT2 and STAT2-IRF9 complexes in cell extracts, as reported previously; however, no interaction between UL23 and ISGF3 subunits was observed in the co-IP assay (Figure 5A).	First, we utilized anti-IRF9, anti-STAT1, and anti-STAT2 antibodies for immunoprecipitate protein lysates collected in transfected cells, followed by immunoblotting performed using antibodies, as indicated.		34305856	PMC8301221	Human Cytomegalovirus UL23 Attenuates Signal Transducer and Activator of Transcription 1 Phosphorylation and Type I Interferon Response	CLAIM:000322850:0-1	PAIR2:GENE:3077524|GENE:6772	CLAIM:000322850	948fcac849de2f0b2366a8cfd497ac9085438009	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	0	0	0	0	0	0	99.0
