ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:002599	Q8A0S2	Q8A1P7	226186	9his	1	9his-assembly1.cif.gz	C	B	D	Q89ZS0	4	ELECTRON MICROSCOPY			32.902	36.081	robust_ge_10A	0	188	169	0.8785	0.8622	0.8785	0.8622	2.796	2.722	65	34	28	34	17	11	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002600	Q86VX2	Q9NX08	9606	8f2r	1	8f2r-assembly1.cif.gz	G	H	A	Q8N668	10	ELECTRON MICROSCOPY			13.579	19.283	robust_ge_10A	0	200	179	1.0000	1.0000	1.0000	0.9781	2.577	3.975	20	3	11	12	2	2	0	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002601	C1K003	D0FXW7	3046	6sl5	1	6sl5-assembly1.cif.gz	N	C	B	D0FXZ0	19	ELECTRON MICROSCOPY			38.041	42.968	robust_ge_10A	0	197	80	1.0000	1.0000	0.8640	0.9877	4.205	2.854	6	44	4	2	24	15	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002602	Q31N15	Q31QK2	1140	8urw	1	8urw-assembly1.cif.gz	F	G	D	P42079	7	ELECTRON MICROSCOPY			14.397	20.777	robust_ge_10A	0	1235	120	0.9370	0.5854	0.9370	0.5854	2.778	2.420	254	34	88	88	17	21	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002603	Q8DL30	Q8DMA1	197221	6tjv	1	6tjv-assembly1.cif.gz	G	Q	F	Q8DKF5	18	ELECTRON MICROSCOPY			87.636	90.794	robust_ge_10A	0	168	148	0.8400	0.9933	0.8400	0.9933	3.496	6.693	16	0	7	8	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002604	A0A125YPC9	A0A125YZP0	508771	9g9t	1	9g9t-assembly1.cif.gz	J	W	S	A0A125YYJ5	24	ELECTRON MICROSCOPY			20.246	26.005	robust_ge_10A	0	74	77	0.9250	0.5461	0.9250	0.5461	2.561	2.993	31	40	16	16	17	17	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002605	P43307	P51571	9606	8b6l	1	8b6l-assembly1.cif.gz	E	H	F	P43308	16	ELECTRON MICROSCOPY			8.751	12.364	borderline_8_to_10A	0	150	142	0.5245	0.8208	0.5245	0.8208	2.223	2.348	43	42	15	17	22	17	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002606	B8YB55	B8YB60	523848	2waq	1	2waq-assembly1.cif.gz	B	H	C	B8YB54	13	X-RAY DIFFRACTION			17.379	22.768	robust_ge_10A	0	1090	74	0.9637	0.8810	0.9663	0.8810	2.946	2.695	58	63	23	25	25	24	1	8	8	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002607	A0AAN0NP81	A9WEV6	324602	8k9f	1	8k9f-assembly1.cif.gz	H	E	G	A9WEV8	8	ELECTRON MICROSCOPY			13.856	17.208	robust_ge_10A	0	37	164	1.0000	0.8000	1.0000	0.8000	2.299	2.445	27	84	13	10	28	33	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002608	F2Z4C9	Q3T0Q3	9913	9xgk	1	9xgk-assembly1.cif.gz	F	C	A	G3MZY8	13	ELECTRON MICROSCOPY			22.384	24.148	robust_ge_10A	0	82	257	0.6457	0.9345	0.6457	0.9345	2.349	2.572	155	6	51	54	5	3	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002609	A0A0G4GX86	A0A0G4I0G6	1169474	9hyu	1	9hyu-assembly1.cif.gz	G	P	R	A0A0G4FDJ8	19	ELECTRON MICROSCOPY			28.295	33.150	robust_ge_10A	0	225	249	0.6902	0.8989	0.6902	0.8989	2.390	2.491	58	32	29	23	9	13	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002610	G0S9A0	G0SCD1	759272	8pel	1	8pel-assembly1.cif.gz	H	D	I	G0SE33	9	X-RAY DIFFRACTION			15.520	19.616	robust_ge_10A	0	261	232	0.7291	0.8992	0.7291	0.8992	2.994	2.968	12	8	7	6	4	4	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002611	A0A7U3Y815	B7IA16	480119	7m4u	1	7m4u-assembly1.cif.gz	I	K	G	B7I7S0	20	ELECTRON MICROSCOPY			35.173	37.568	robust_ge_10A	0	124	117	0.9688	0.9141	0.9688	0.9141	2.606	5.067	11	1	5	5	1	1	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002612	A0A241XG65	E2RXT0	287	6spe	1	6spe-assembly1.cif.gz	E	J	C	A0A140S919	20	ELECTRON MICROSCOPY			19.652	23.496	robust_ge_10A	0	156	96	1.0000	1.0000	0.9398	0.9320	2.746	3.327	0	18	0	0	7	9	0	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002613	D0VX28	Q5ZLR5	9031	3h1k	1	3h1k-assembly1.cif.gz	H	E	D	D0VX26	20	X-RAY DIFFRACTION			28.263	30.562	robust_ge_10A	0	69	196	0.8961	1.0000	0.8961	0.7206	2.727	2.898	79	37	29	30	16	18	1	12	12	12	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002614	O74483	O74499	284812	6ppp	2	6ppp-assembly2.cif.gz	P	O	L	O14352	7	X-RAY DIFFRACTION			8.063	12.787	borderline_8_to_10A	0	94	70	1.0000	0.5882	1.0000	0.6195	2.654	2.242	62	52	19	21	21	17	1	4	4	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002615	P36012	P38907	559292	6qld	1	6qld-assembly1.cif.gz	R	N	H	Q12262	20	ELECTRON MICROSCOPY			42.960	45.539	robust_ge_10A	0	106	140	0.9217	0.9272	0.4629	0.3057	3.370	5.580	10	0	5	6	0	0	0	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002616	A0A125YN38	A0A125YZN9	507601	9i4x	1	9i4x-assembly1.cif.gz	E	W	C	S7UK06	24	ELECTRON MICROSCOPY			12.841	15.387	robust_ge_10A	0	485	77	0.8615	0.5461	0.8615	0.5461	2.732	2.636	44	80	21	15	32	25	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002617	O95456	P28074	9606	8yix	1	8yix-assembly1.cif.gz	O	K	D	P28066	17	ELECTRON MICROSCOPY			8.580	12.378	borderline_8_to_10A	0	277	228	0.9618	0.8669	0.9618	0.8669	2.501	2.097	43	37	19	28	19	13	1	6	6	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002618	P06627	P0A6Y1	83333	9f0z	1	9f0z-assembly1.cif.gz	G	D	H	P14565	6	ELECTRON MICROSCOPY			9.734	14.069	borderline_8_to_10A	0	110	94	0.8397	1.0000	0.8397	1.0000	2.379	2.313	16	15	8	9	7	5	1	6	6	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002619	F4KF14	Q9C567	3702	8xku	1	8xku-assembly1.cif.gz	A	K	Q	F4JYR0	17	ELECTRON MICROSCOPY			16.589	19.843	robust_ge_10A	0	730	67	0.8538	0.8375	0.8538	0.8375	2.293	2.578	101	13	38	42	7	5	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002620	P11521	Q4JAY4	330779	7oq4	1	7oq4-assembly1.cif.gz	H	G	A	P11512	14	ELECTRON MICROSCOPY			28.250	34.890	robust_ge_10A	0	76	121	0.9048	0.9308	0.9048	1.0000	2.495	2.597	33	103	15	18	34	37	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002621	A0A1J7CBX1	A0A1M6R974	986	9oyv	1	9oyv-assembly1.cif.gz	B	H	I	A0A1J7CP29	18	ELECTRON MICROSCOPY			10.733	16.132	robust_ge_10A	0	215	125	0.8532	0.9766	0.8532	0.9766	2.765	3.334	21	7	12	10	5	2	0	8	8	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002622	Q4FZW5	Q7ZYJ8	8355	7vci	1	7vci-assembly1.cif.gz	C	G	D		21	ELECTRON MICROSCOPY			19.726	25.928	robust_ge_10A	0	333	294	0.9250	0.9187	0.9250	0.9187	2.279	3.126	22	12	15	11	7	10	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002623	A0A2K1JC42	A0A2K1KIF2	3218	7ksq	1	7ksq-assembly1.cif.gz	G	L	B	Q8MFA2	18	ELECTRON MICROSCOPY			8.971	12.526	borderline_8_to_10A	0	80	87	1.0000	1.0000	0.5161	0.3867	2.369	2.446	53	59	17	26	28	17	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002624	P28074	Q969U7	9606	8yix	1	8yix-assembly1.cif.gz	K	P	E	P25786	17	ELECTRON MICROSCOPY			13.757	17.433	robust_ge_10A	0	228	264	0.8669	1.0000	0.8669	1.0000	2.499	2.329	25	34	10	11	17	12	1	6	6	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002625	A8IKI9	Q9FQ96	3055	9f5z	1	9f5z-assembly1.cif.gz	Q	F	R	A8HX89	20	ELECTRON MICROSCOPY			18.234	21.439	robust_ge_10A	0	441	243	0.9093	0.7739	0.9093	0.7739	2.825	2.428	12	26	6	8	17	9	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002626	A5F5X1	A5F5Y7	345073	8acy	1	8acy-assembly1.cif.gz	A	C	F	A5F5Y4	6	X-RAY DIFFRACTION			30.668	36.388	robust_ge_10A	0	403	248	0.8611	0.9650	0.9036	0.9650	2.493	3.155	32	32	12	16	11	12	1	28	28	28	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002627	Q9V461	Q9XYU1	7227	6raz	1	6raz-assembly1.cif.gz	J	K	L	Q9VQY9	11	ELECTRON MICROSCOPY			11.411	14.053	robust_ge_10A	0	588	590	0.7197	0.7204	0.7197	0.7204	2.162	7.987	162	0	78	70	0	0	0	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002628	Q7Z4G1	Q86X83	9606	8p0w	1	8p0w-assembly1.cif.gz	F	B	H	Q9NX08	12	ELECTRON MICROSCOPY			22.250	25.933	robust_ge_10A	0	70	199	0.8235	1.0000	0.8235	1.0000	3.225	2.649	20	38	12	12	13	12	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002629	A0A0D3BZZ8	A0A0D3DUD8	109376	9k16	1	9k16-assembly1.cif.gz	F	H	D		10	ELECTRON MICROSCOPY			16.603	20.478	robust_ge_10A	0	80	108	0.5556	0.9310	0.5556	0.7397	2.656	2.908	114	16	39	46	9	11	1	11	8	11	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002630	Q949Q5	Q9SUI6	3702	8j6z	1	8j6z-assembly1.cif.gz	O	H	E	Q9S831	20	ELECTRON MICROSCOPY			25.837	25.837	robust_ge_10A	0	84	143	0.6462	0.7010	0.6000	0.9862	3.100	2.530	27	42	19	9	15	19	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002631	D0CD06	D0CD14	575584	6yt9	1	6yt9-assembly1.cif.gz	L	E	G	D0CD11	13	ELECTRON MICROSCOPY			16.593	21.488	robust_ge_10A	0	79	155	0.9294	0.9394	0.9294	0.9394	3.188	2.787	3	32	2	2	13	14	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002632	A0A0D9S9I7	Q1AL63	60711	9h8t	1	9h8t-assembly1.cif.gz	Q	S	L	A0A0D9RSN1	21	ELECTRON MICROSCOPY			13.796	18.450	robust_ge_10A	0	67	378	0.7363	0.9947	0.7363	0.9947	2.401	2.641	63	61	27	25	28	28	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002633	P36886	Q43485	4513	7ew6	1	7ew6-assembly1.cif.gz	K	M	A	A1E9J1	15	ELECTRON MICROSCOPY			66.244	69.265	robust_ge_10A	0	146	203	0.6986	0.7961	1.1145	0.7961	3.136	7.103	3	0	2	3	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002634	D0VX29	F1NC51	9031	4u3f	1	4u3f-assembly1.cif.gz	O	J	D	D0VX26	20	X-RAY DIFFRACTION			36.708	41.172	robust_ge_10A	0	196	61	1.0000	1.0000	0.4444	0.9839	3.088	2.544	2	48	2	2	24	19	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002635	B8YB56	B8YB60	523848	2wb1	1	2wb1-assembly1.cif.gz	D	H	A	B8YB53	13	X-RAY DIFFRACTION			52.778	56.529	robust_ge_10A	0	260	74	0.9811	0.8810	0.9811	0.8810	4.306	2.631	0	34	0	0	16	16	0	8	8	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002636	B0C475	B0C4H4	329726	7dwq	1	7dwq-assembly1.cif.gz	B	I	C	B0CB42	10	ELECTRON MICROSCOPY			25.922	29.007	robust_ge_10A	0	726	30	0.9641	0.9677	0.9864	0.9677	2.319	2.260	223	49	76	79	28	17	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002637	A0A1G4KPQ9	F2R0J6	981350	8ucm	1	8ucm-assembly1.cif.gz	J	D	B	F2R0K8	10	ELECTRON MICROSCOPY			35.865	42.970	robust_ge_10A	0	56	268	1.0000	1.0000	0.8889	0.9963	2.968	2.180	2	172	2	2	67	58	0	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002638	D3UXR2	D3V6L5	406818	9gco	2	9gco-assembly2.cif.gz	F	D	E	D3UXR3	3	X-RAY DIFFRACTION			14.598	18.376	robust_ge_10A	0	139	108	0.9789	0.9391	1.0373	0.9558	2.588	2.628	94	45	36	37	16	20	1	2	2	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002639	A4VD15	I7LT80	312017	8th8	1	8th8-assembly1.cif.gz	K	D	C	I7MG46	18	ELECTRON MICROSCOPY			17.893	23.743	robust_ge_10A	0	434	292	1.0000	0.6186	1.0000	0.6186	2.563	3.044	0	2	0	0	2	2	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002640	P36039	Q12025	559292	6wb9	1	6wb9-assembly1.cif.gz	D	A	B	P25574	8	ELECTRON MICROSCOPY			19.283	22.361	robust_ge_10A	0	197	117	0.7787	0.5707	0.7787	0.5707	2.297	2.435	107	103	38	47	45	33	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:002641	Q5D869	Q9FLM8	3702	8hyj	1	8hyj-assembly1.cif.gz	A	L	B	Q9LK40	13	ELECTRON MICROSCOPY			14.911	17.759	robust_ge_10A	0	1141	42	0.5774	0.8235	0.5774	0.8235	2.485	2.471	456	60	159	155	26	21	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002642	P39543	P47133	559292	7ktx	1	7ktx-assembly1.cif.gz	G	B	A	P25574	12	ELECTRON MICROSCOPY			42.881	49.790	robust_ge_10A	0	151	290	0.6453	0.9932	0.6453	0.9932	2.203	2.651	84	26	36	41	8	13	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002643	P00426	Q01321	9913	9w2z	1	9w2z-assembly1.cif.gz	E	N	B	P68553	14	ELECTRON MICROSCOPY			18.269	20.859	robust_ge_10A	0	102	81	1.0000	1.0000	0.6711	0.9878	2.435	2.829	14	25	9	5	11	12	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:002644	P0A423	P0A427	197221	6lu1	1	6lu1-assembly1.cif.gz	E	G	B	P0A407	10	ELECTRON MICROSCOPY			35.571	38.986	robust_ge_10A	0	69	38	0.9079	1.0000	0.9079	1.0000	2.468	3.019	21	41	10	9	20	15	1	19	19	17	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
