protein_a	protein_c	example_evidence	reason	details
G0RZE9	G0S9T3	8i9x-assembly1.cif.gz:PA-WA	low_construct_coverage	chains=58;heavy=22.043;cbca=26.217
G0SBN1	G0SGC2	8i9x-assembly1.cif.gz:DB-W	low_construct_coverage	chains=58;heavy=18.787;cbca=24.149
G0SFB5	G0SGJ0	8i9x-assembly1.cif.gz:F-Y	low_construct_coverage	chains=58;heavy=132.985;cbca=137.809
G0S0Z3	G0SGD8	8i9x-assembly1.cif.gz:RA-U	low_construct_coverage	chains=58;heavy=22.740;cbca=27.141
G0SEW3	G0SHQ0	8i9x-assembly1.cif.gz:N-R	low_construct_coverage	chains=58;heavy=41.294;cbca=43.706
G0SGD8	G0SHJ6	8i9x-assembly1.cif.gz:U-X	low_construct_coverage	chains=58;heavy=42.220;cbca=49.391
P05657	P37807	9fy3-assembly1.cif.gz:W-X	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=13.900;cbca=19.483
O34687	P12875	9fy3-assembly1.cif.gz:A-K	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=14.233;cbca=14.944
O31742	P56849	9fy3-assembly1.cif.gz:B-P	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=16.517;cbca=20.317
P21472	P70974	9fy3-assembly1.cif.gz:J-KA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=43.447;cbca=50.695
Q02543	Q13823	8ine-assembly1.cif.gz:FA-VA	low_construct_coverage	chains=54;heavy=44.692;cbca=46.015
O00541	Q13823	8ine-assembly1.cif.gz:A-ZA	low_construct_coverage	chains=54;heavy=19.163;cbca=23.438
O95478	Q96EY4	8ine-assembly1.cif.gz:DB-WA	low_construct_coverage	chains=54;heavy=26.939;cbca=31.301
P61513	Q9UNZ5	8ine-assembly1.cif.gz:T-X	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=9.830;cbca=14.874
A0A0H2XHC7	Q2FEN9	9qeg-assembly1.cif.gz:D-W	low_canonical_coverage	chains=47;heavy=41.785;cbca=43.628
Q2FEQ1	Q2FHG5	9qeg-assembly1.cif.gz:F-JA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=13.254;cbca=16.279
Q2FEQ1	Q2FJP6	9qeg-assembly1.cif.gz:F-MA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=17.591;cbca=22.001
Q2FEP1	Q2FEQ4	9qeg-assembly1.cif.gz:G-R	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=23.205;cbca=28.162
Q2FEQ4	Q2FJ95	9qeg-assembly1.cif.gz:G-IA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=45.581;cbca=52.162
Q2FEP2	Q2FES1	9qeg-assembly1.cif.gz:C-H	low_canonical_coverage	chains=47;heavy=14.125;cbca=16.217
Q2FEQ8	Q2FES1	9qeg-assembly1.cif.gz:H-J	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=41.738;cbca=42.787
Q2FEP2	Q2FEP4	9qeg-assembly1.cif.gz:C-Q	low_canonical_coverage	chains=47;heavy=24.860;cbca=29.284
Q2FEP4	Q2FEQ4	9qeg-assembly1.cif.gz:G-Q	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=24.504;cbca=28.126
Q2FEN9	Q2FHL4	9qeg-assembly1.cif.gz:D-V	low_construct_coverage	chains=47;heavy=25.486;cbca=26.650
Q2FEP1	Q2FEP2	9qeg-assembly1.cif.gz:C-R	low_canonical_coverage	chains=47;heavy=27.832;cbca=30.962
C3SQT7	C3TRH7	11bq-assembly1.cif.gz:J-T	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=35.507;cbca=42.102
D0FXW2	D0FXX5	7piw-assembly1.cif.gz:GB-HB	assembly_exceeds_chain_cap	chains=99
D0FY02	D0FY04	7piw-assembly1.cif.gz:FB-LC	assembly_exceeds_chain_cap	chains=99
D0FXW2	D0FY04	7piw-assembly1.cif.gz:IA-OA	assembly_exceeds_chain_cap	chains=99
D0FXY3	D0FY01	7piw-assembly1.cif.gz:BB-DB	assembly_exceeds_chain_cap	chains=99
D0FXW2	D0FXZ3	7piw-assembly1.cif.gz:J-M	assembly_exceeds_chain_cap	chains=99
D0FY02	D0FY08	7piw-assembly1.cif.gz:EC-YA	assembly_exceeds_chain_cap	chains=99
D0FXW8	D0FY13	7piw-assembly1.cif.gz:AB-CB	assembly_exceeds_chain_cap	chains=99
D0FXX2	D0FY02	7piw-assembly1.cif.gz:FB-IB	assembly_exceeds_chain_cap	chains=99
D0FXX5	D0FY02	7piw-assembly1.cif.gz:FB-FC	assembly_exceeds_chain_cap	chains=99
D0FY18	D0FY19	7piw-assembly1.cif.gz:F-L	assembly_exceeds_chain_cap	chains=99
D0FY04	D0FY18	7piw-assembly1.cif.gz:F-P	assembly_exceeds_chain_cap	chains=99
D0FXY3	D0FY02	7piw-assembly1.cif.gz:BB-FB	assembly_exceeds_chain_cap	chains=99
D0FXZ3	D0FY02	7piw-assembly1.cif.gz:FB-IC	assembly_exceeds_chain_cap	chains=99
D0FXW2	D0FY02	7piw-assembly1.cif.gz:EC-GC	assembly_exceeds_chain_cap	chains=99
D0FXW2	D0FY05	7piw-assembly1.cif.gz:HB-ZA	assembly_exceeds_chain_cap	chains=99
D0FXY3	D0FY05	7piw-assembly1.cif.gz:AC-ZA	assembly_exceeds_chain_cap	chains=99
D0FXY3	D0FXZ3	7piw-assembly1.cif.gz:CA-LA	assembly_exceeds_chain_cap	chains=99
G0S507	G0SGJ0	8i9y-assembly1.cif.gz:TA-Y	low_construct_coverage	chains=57;heavy=59.247;cbca=63.760
G0SGC2	G0SH61	8i9y-assembly1.cif.gz:LA-W	low_construct_coverage	chains=57;heavy=46.649;cbca=53.667
G0S0Z3	G0SGC2	8i9y-assembly1.cif.gz:QA-W	low_construct_coverage	chains=57;heavy=9.045;cbca=14.242
G0SG89	G0SGJ0	8i9y-assembly1.cif.gz:EB-Y	low_construct_coverage	chains=57;heavy=92.230;cbca=100.997
G0SFN0	G0SGJ0	8i9y-assembly1.cif.gz:AB-Y	low_construct_coverage	chains=57;heavy=64.464;cbca=69.100
G0S435	G0S7X0	8i9y-assembly1.cif.gz:CB-I	low_canonical_coverage	chains=57;heavy=46.206;cbca=53.365
Q14691	Q15369	7plo-assembly1.cif.gz:D-X	canonical_coverage_exceeds_construct_guardrail	chains=24;heavy=25.232;cbca=27.315
Q13617	Q9Y248	7plo-assembly1.cif.gz:E-Y	canonical_coverage_exceeds_construct_guardrail	chains=24;heavy=60.110;cbca=63.053
Q96L50	Q9BRT9	7plo-assembly1.cif.gz:M-O	low_construct_coverage	chains=24;heavy=9.810;cbca=11.748
Q15369	Q9UNS1	7plo-assembly1.cif.gz:K-X	low_canonical_coverage	chains=24;heavy=22.822;cbca=26.436
Q13617	Q9BRX5	7plo-assembly1.cif.gz:F-Y	canonical_coverage_exceeds_construct_guardrail	chains=24;heavy=36.650;cbca=44.059
P05749	Q12080	7uqb-assembly1.cif.gz:U-XA	low_construct_coverage	chains=56;heavy=13.302;cbca=18.711
P0CX23	Q12080	7uqb-assembly1.cif.gz:S-XA	low_construct_coverage	chains=56;heavy=47.964;cbca=50.357
Q7ZWL0	Q7ZYJ8	7tdz-assembly1.cif.gz:G-U	low_construct_coverage	chains=32;heavy=17.128;cbca=24.221
Q4KLQ6	Q7ZWL0	7tdz-assembly1.cif.gz:R-U	low_construct_coverage	chains=32;heavy=79.154;cbca=86.012
Q4FZW5	Q7ZWL0	7tdz-assembly1.cif.gz:K-U	low_construct_coverage	chains=32;heavy=9.793;cbca=14.417
Q4FZW5	Q9PVZ2	7tdz-assembly1.cif.gz:DA-E	low_construct_coverage	chains=32;heavy=10.746;cbca=14.000
Q4KLQ6	Q66IZ6	7tdz-assembly1.cif.gz:B-R	low_construct_coverage	chains=32;heavy=17.670;cbca=22.152
A0A1L8H1I9	Q91349	7tdz-assembly1.cif.gz:T-Z	low_construct_coverage	chains=32;heavy=38.566;cbca=44.108
Q66IZ6	Q91349	7tdz-assembly1.cif.gz:B-T	low_construct_coverage	chains=32;heavy=78.997;cbca=81.891
A7ZHB2	A7ZSI6	11dg-assembly1.cif.gz:K-T	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=26.363;cbca=30.728
Q2FEP9	Q2FHV3	9i89-assembly1.cif.gz:D-N	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=14.304;cbca=15.102
Q2FES1	Q2FJ95	9i89-assembly1.cif.gz:M-MA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=45.090;cbca=52.572
Q2FEP1	Q2FJ95	9i89-assembly1.cif.gz:MA-W	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=26.863;cbca=29.613
Q2FDE6	Q2FHJ7	9i89-assembly1.cif.gz:F-S	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=30.712;cbca=34.513
Q2FEP2	Q2FEP9	9i89-assembly1.cif.gz:G-N	low_canonical_coverage	chains=47;heavy=14.491;cbca=17.203
Q2FER6	Q2FHJ7	9i89-assembly1.cif.gz:Q-S	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=35.748;cbca=35.822
Q2FES1	Q2FG58	9i89-assembly1.cif.gz:M-X	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=25.432;cbca=28.461
Q2FEP9	Q2FJE0	9i89-assembly1.cif.gz:N-Y	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=20.568;cbca=23.256
Q2FG82	Q2FJE0	9i89-assembly1.cif.gz:BA-CA	low_construct_coverage	chains=47;heavy=24.360;cbca=28.409
Q2FES1	Q2FJE0	9i89-assembly1.cif.gz:M-Y	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=23.203;cbca=28.384
Q2FEP2	Q2FJE0	9i89-assembly1.cif.gz:G-Y	low_canonical_coverage	chains=47;heavy=27.670;cbca=32.054
G0S0D7	G0SAJ9	8pv3-assembly1.cif.gz:AB-CA	low_construct_coverage	chains=55;heavy=15.283;cbca=21.397
G0RZ88	G0S9T3	8pv3-assembly1.cif.gz:IA-MA	low_construct_coverage	chains=55;heavy=60.446;cbca=66.888
G0S7X0	G0SFN0	8pv3-assembly1.cif.gz:CB-ZA	low_canonical_coverage	chains=55;heavy=8.868;cbca=15.395
G0S1H0	G0S8F1	8pv3-assembly1.cif.gz:G-H	low_construct_coverage	chains=55;heavy=100.672;cbca=107.301
G0S7X0	G0SDS8	8pv3-assembly1.cif.gz:CB-PA	low_canonical_coverage	chains=55;heavy=55.068;cbca=59.156
G0S683	G0S7X0	8pv3-assembly1.cif.gz:CB-M	low_canonical_coverage	chains=55;heavy=72.349;cbca=76.701
Q2FEP6	Q2FEQ5	9i88-assembly1.cif.gz:P-R	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=35.422;cbca=36.518
Q2FEN9	Q2FEP1	9i88-assembly1.cif.gz:L-W	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=25.428;cbca=28.405
Q2FEN9	Q2FG82	9i88-assembly1.cif.gz:CA-H	low_canonical_coverage	chains=47;heavy=42.353;cbca=42.729
Q2FEP3	Q2FEP9	9i88-assembly1.cif.gz:N-TA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=19.794;cbca=23.817
Q2FDE6	Q2FEQ5	9i88-assembly1.cif.gz:F-R	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=30.706;cbca=34.401
Q2FEQ4	Q2FJP6	9i88-assembly1.cif.gz:K-SA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=16.744;cbca=21.122
Q2FEP2	Q2FEQ0	9i88-assembly1.cif.gz:G-X	low_canonical_coverage	chains=47;heavy=27.734;cbca=31.785
Q2FEN9	Q2FJE0	9i88-assembly1.cif.gz:BA-H	low_construct_coverage	chains=47;heavy=23.009;cbca=26.375
Q2FEP1	Q2FG58	9i88-assembly1.cif.gz:T-W	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=38.615;cbca=39.465
Q2FEP6	Q2FES1	9i88-assembly1.cif.gz:M-P	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=41.910;cbca=42.679
Q2FEP9	Q2FG82	9i88-assembly1.cif.gz:CA-N	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=25.642;cbca=28.645
Q2FEQ4	Q2FHG5	9i88-assembly1.cif.gz:K-PA	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=11.582;cbca=16.569
C3SRY2	C3SSQ7	11el-assembly1.cif.gz:I-O	canonical_coverage_exceeds_construct_guardrail	chains=49;heavy=12.733;cbca=14.979
Q383B7	Q583E5	6hix-assembly1.cif.gz:CA-IA	assembly_exceeds_chain_cap	chains=90
Q38AB0	Q38EP7	6hix-assembly1.cif.gz:E-PB	assembly_exceeds_chain_cap	chains=90
C9ZPU8	D0A5V6	6hix-assembly1.cif.gz:HB-OA	assembly_exceeds_chain_cap	chains=90
D0A5V6	D0A8I6	6hix-assembly1.cif.gz:AA-OA	assembly_exceeds_chain_cap	chains=90
Q381W9	Q584V5	6hix-assembly1.cif.gz:QA-RB	assembly_exceeds_chain_cap	chains=90
C9ZPU8	C9ZY77	6hix-assembly1.cif.gz:D-HB	assembly_exceeds_chain_cap	chains=90
C9ZY77	D0A5V6	6hix-assembly1.cif.gz:BA-D	assembly_exceeds_chain_cap	chains=90
Q389K3	Q584F4	6hix-assembly1.cif.gz:F-QB	assembly_exceeds_chain_cap	chains=90
Q383R2	Q389K3	6hix-assembly1.cif.gz:QB-T	assembly_exceeds_chain_cap	chains=90
Q381W9	Q57WW5	6hix-assembly1.cif.gz:KB-RB	assembly_exceeds_chain_cap	chains=90
Q57U68	Q57WG1	6hix-assembly1.cif.gz:P-SA	assembly_exceeds_chain_cap	chains=90
Q381W9	Q580U5	6hix-assembly1.cif.gz:MB-RB	assembly_exceeds_chain_cap	chains=90
Q57UM6	Q57WF8	6hix-assembly1.cif.gz:EB-Q	assembly_exceeds_chain_cap	chains=90
Q388L8	Q584V5	6hix-assembly1.cif.gz:QA-SB	assembly_exceeds_chain_cap	chains=90
Q387G3	Q580U5	6hix-assembly1.cif.gz:MB-W	assembly_exceeds_chain_cap	chains=90
Q581Q0	Q583E5	6hix-assembly1.cif.gz:CA-G	assembly_exceeds_chain_cap	chains=90
Q38AB0	Q586A2	6hix-assembly1.cif.gz:B-E	assembly_exceeds_chain_cap	chains=90
Q381T7	Q57UM6	6hix-assembly1.cif.gz:Q-Y	assembly_exceeds_chain_cap	chains=90
Q387G3	Q57WW5	6hix-assembly1.cif.gz:KB-W	assembly_exceeds_chain_cap	chains=90
Q387G3	Q38AB0	6hix-assembly1.cif.gz:E-W	assembly_exceeds_chain_cap	chains=90
Q57Z82	Q581Q0	6hix-assembly1.cif.gz:EA-G	assembly_exceeds_chain_cap	chains=90
Q57YI7	Q586A2	6hix-assembly1.cif.gz:B-R	assembly_exceeds_chain_cap	chains=90
Q57WW5	Q584V5	6hix-assembly1.cif.gz:KB-QA	assembly_exceeds_chain_cap	chains=90
A0A1G4HYD1	A0A1G4I8T3	6hix-assembly1.cif.gz:A-K	assembly_exceeds_chain_cap	chains=90
Q383B7	Q385V2	6hix-assembly1.cif.gz:FA-IA	assembly_exceeds_chain_cap	chains=90
Q383R2	Q580U5	6hix-assembly1.cif.gz:MB-T	assembly_exceeds_chain_cap	chains=90
Q381N5	Q586A2	6hix-assembly1.cif.gz:AB-B	assembly_exceeds_chain_cap	chains=90
Q381T7	Q586A6	6hix-assembly1.cif.gz:FB-Y	assembly_exceeds_chain_cap	chains=90
C9ZPD1	C9ZSI8	6hix-assembly1.cif.gz:M-V	assembly_exceeds_chain_cap	chains=90
Q387G3	Q388L8	6hix-assembly1.cif.gz:SB-W	assembly_exceeds_chain_cap	chains=90
G0S0D7	G0SFL0	8pvl-assembly1.cif.gz:K-ZA	low_construct_coverage	chains=54;heavy=30.312;cbca=34.617
G0RZE9	G0S1H0	8pvl-assembly1.cif.gz:G-SA	low_construct_coverage	chains=54;heavy=39.476;cbca=46.089
Q9NVU7	Q9Y3U8	8idy-assembly1.cif.gz:AB-K	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=20.202;cbca=24.993
Q5SHP6	Q9Z9H5	4v4i-assembly1.cif.gz:L-W	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=12.713;cbca=17.766
P60494	Q5SHR2	4v4i-assembly1.cif.gz:DA-V	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=20.169;cbca=23.646
P62613	P62669	4v4i-assembly1.cif.gz:BB-PA	short_observed_construct	chains=48;heavy=11.218;cbca=18.693
P21475	P70974	9fy1-assembly1.cif.gz:J-RA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=18.005;cbca=20.322
P28367	P42921	9fy1-assembly1.cif.gz:E-YA	low_canonical_coverage	chains=48;heavy=18.956;cbca=20.724
P14577	P28367	9fy1-assembly1.cif.gz:M-YA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=35.369;cbca=38.986
P21476	P26908	9fy1-assembly1.cif.gz:R-XA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=40.579;cbca=41.910
P55873	P56849	9fy1-assembly1.cif.gz:B-Q	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=16.148;cbca=20.145
P28367	P46898	9fy1-assembly1.cif.gz:G-YA	low_canonical_coverage	chains=48;heavy=55.519;cbca=58.223
P28367	P37807	9fy1-assembly1.cif.gz:X-YA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=30.555;cbca=34.676
P19946	P28367	9fy1-assembly1.cif.gz:L-YA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=22.168;cbca=27.009
A0A1B2U029	A0A1M7D8T4	9ozz-assembly1.cif.gz:GA-O	canonical_coverage_exceeds_construct_guardrail	chains=50;heavy=14.886;cbca=22.924
A0A1B2U1R1	A0A1M5L9Q4	9ozz-assembly1.cif.gz:I-X	canonical_coverage_exceeds_construct_guardrail	chains=50;heavy=15.519;cbca=20.764
A0A1B2U0Q7	A0A1M5L6R0	9ozz-assembly1.cif.gz:N-WA	canonical_coverage_exceeds_construct_guardrail	chains=50;heavy=20.676;cbca=22.174
A0A1B4XKV5	A0A1B4XRZ8	7p7u-assembly1.cif.gz:X-Z	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=13.973;cbca=17.766
A0A1B4XKQ7	A0A1B4XSB2	7p7u-assembly1.cif.gz:M-QA	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=45.385;cbca=52.681
A0A1B4XKR3	A0A1B4XMB1	7p7u-assembly1.cif.gz:CA-H	low_canonical_coverage	chains=46;heavy=52.684;cbca=55.977
A0A1B4XPL8	A0A1B4XR98	7p7u-assembly1.cif.gz:E-S	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=16.125;cbca=19.732
A0A1B4XKS1	A0A1B4XKX1	7p7u-assembly1.cif.gz:N-Q	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=40.291;cbca=42.630
A0A1B4XKS0	A0A1B4XKT1	7p7u-assembly1.cif.gz:O-XA	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=20.036;cbca=23.858
A0A1B4XKS1	A0A1B4XMB1	7p7u-assembly1.cif.gz:N-Y	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=19.905;cbca=22.244
A0A1B4XKV5	A0A1B4XPL8	7p7u-assembly1.cif.gz:S-X	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=8.543;cbca=12.884
A0A1B4XMB1	A0A1B4XSB2	7p7u-assembly1.cif.gz:M-Y	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=21.940;cbca=27.510
A0A1B4XKS1	A0A1B4XMM2	7p7u-assembly1.cif.gz:D-N	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=14.291;cbca=15.130
A0A1B4XKR6	A0A1B4XKS1	7p7u-assembly1.cif.gz:G-N	low_canonical_coverage	chains=46;heavy=14.383;cbca=16.449
A0A1B4XKX1	A0A1B4XPL8	7p7u-assembly1.cif.gz:Q-S	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=30.243;cbca=34.637
A0A1B4XKU1	A0A1B4XKX1	7p7u-assembly1.cif.gz:P-Q	canonical_coverage_exceeds_construct_guardrail	chains=46;heavy=12.764;cbca=15.591
P12877	P42060	8qcq-assembly1.cif.gz:F-S	low_canonical_coverage	chains=44;heavy=14.704;cbca=17.604
P42060	P42919	9fy2-assembly1.cif.gz:C-V	low_canonical_coverage	chains=47;heavy=9.239;cbca=13.342
P42924	P55873	9fy2-assembly1.cif.gz:Q-T	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=37.634;cbca=39.115
P46899	P56849	9fy2-assembly1.cif.gz:B-O	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=15.815;cbca=20.029
P42060	P46899	9fy2-assembly1.cif.gz:O-V	canonical_coverage_exceeds_construct_guardrail	chains=47;heavy=30.157;cbca=37.506
A0A286ZL65	I3LP78	3j7q-assembly1.cif.gz:H-N	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=54.127;cbca=59.955
A0A286ZL65	Q29205	3j7q-assembly1.cif.gz:J-N	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=26.069;cbca=31.999
A0A4X1SN08	Q29205	3j7q-assembly1.cif.gz:CA-J	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=45.636;cbca=46.630
P83884	Q29205	3j7q-assembly1.cif.gz:J-QA	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=36.546;cbca=42.369
A0A287APR1	I3LP78	3j7q-assembly1.cif.gz:H-S	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=21.349;cbca=26.135
A0A287B386	I3LP78	3j7q-assembly1.cif.gz:H-P	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=51.039;cbca=57.547
A0A4X1SN08	I3LP78	3j7q-assembly1.cif.gz:CA-H	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=34.026;cbca=39.731
A0A4X1V977	I3LP78	3j7q-assembly1.cif.gz:AA-H	canonical_coverage_exceeds_construct_guardrail	chains=45;heavy=47.573;cbca=50.958
Q9HVL6	Q9HWD5	8rwg-assembly1.cif.gz:AA-E	low_canonical_coverage	chains=48;heavy=16.484;cbca=21.574
Q9HVL7	Q9HWD6	8rwg-assembly1.cif.gz:A-F	low_canonical_coverage	chains=48;heavy=15.619;cbca=19.672
Q9HWD5	Q9HWF1	8rwg-assembly1.cif.gz:E-O	low_canonical_coverage	chains=48;heavy=15.404;cbca=16.408
Q9HWD9	Q9HXQ2	8rwg-assembly1.cif.gz:P-WA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=21.158;cbca=22.497
Q9HUN0	Q9HWE2	8rwg-assembly1.cif.gz:M-VA	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=15.203;cbca=21.563
Q9HVL7	Q9HWE6	8rwg-assembly1.cif.gz:A-U	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=12.423;cbca=18.583
Q9HWD6	Q9HWE6	8rwg-assembly1.cif.gz:F-U	low_canonical_coverage	chains=48;heavy=18.467;cbca=20.121
Q9HWE6	Q9HWE7	8rwg-assembly1.cif.gz:G-U	low_canonical_coverage	chains=48;heavy=30.488;cbca=34.327
O52761	Q9HVL6	8rwg-assembly1.cif.gz:AA-N	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=20.769;cbca=28.120
O52761	Q9I0A2	8rwg-assembly1.cif.gz:N-Z	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=24.376;cbca=28.334
Q9HWD5	Q9HWE6	8rwg-assembly1.cif.gz:E-U	low_canonical_coverage	chains=48;heavy=24.591;cbca=28.745
Q9HWD7	Q9HWE0	8rwg-assembly1.cif.gz:S-T	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=23.458;cbca=25.771
Q9HWD7	Q9HWF1	8rwg-assembly1.cif.gz:CA-O	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=19.577;cbca=23.852
Q9HWE3	Q9HWE7	8rwg-assembly1.cif.gz:C-G	low_canonical_coverage	chains=48;heavy=26.687;cbca=31.779
Q9HWE0	Q9HXQ2	8rwg-assembly1.cif.gz:S-Y	canonical_coverage_exceeds_construct_guardrail	chains=48;heavy=39.381;cbca=44.469
P0A7M2	P0A7T3	8phj-assembly1.cif.gz:EB-P	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=42.077;cbca=46.946
P0A832	P0ADY3	6q9a-assembly1.cif.gz:EB-K	canonical_coverage_exceeds_construct_guardrail	chains=53;heavy=35.017;cbca=39.693
P0A832	P0AG55	6q9a-assembly1.cif.gz:EB-F	canonical_coverage_exceeds_construct_guardrail	chains=53;heavy=44.020;cbca=46.597
P60493	Q5SLQ1	6ucq-assembly2.cif.gz:DD-YB	canonical_coverage_exceeds_construct_guardrail	chains=50;heavy=51.868;cbca=57.397
A0QSG0	A0QSL4	8v9l-assembly1.cif.gz:FB-W	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=22.740;cbca=28.455
G0S832	G0SD05	8i9v-assembly1.cif.gz:T-Y	low_construct_coverage	chains=53;heavy=95.523;cbca=96.995
G0S497	G0SHK0	8i9v-assembly1.cif.gz:Q-S	low_construct_coverage	chains=53;heavy=22.375;cbca=29.263
G0S0D7	G0SD05	8i9v-assembly1.cif.gz:WA-Y	low_construct_coverage	chains=53;heavy=91.848;cbca=96.441
G0S2I7	G0SHQ0	8i9v-assembly1.cif.gz:DB-R	low_construct_coverage	chains=53;heavy=46.103;cbca=50.768
G0S5S8	G0SGJ0	8i9v-assembly1.cif.gz:AA-X	low_construct_coverage	chains=53;heavy=35.412;cbca=38.077
G0RYU9	G0S1H0	8i9v-assembly1.cif.gz:G-K	low_construct_coverage	chains=53;heavy=19.056;cbca=22.250
G0SAJ9	G0SD05	8i9v-assembly1.cif.gz:FA-Y	low_construct_coverage	chains=53;heavy=42.698;cbca=45.938
G0S081	G0S2I7	8i9v-assembly1.cif.gz:DB-M	low_construct_coverage	chains=53;heavy=21.653;cbca=24.129
G0S5S8	G0SCK6	8i9v-assembly1.cif.gz:AA-F	low_construct_coverage	chains=53;heavy=48.824;cbca=51.482
G0S992	G0SCK6	8i9v-assembly1.cif.gz:F-IA	low_construct_coverage	chains=53;heavy=18.899;cbca=24.638
P53742	Q02326	6ft6-assembly1.cif.gz:E-MA	canonical_coverage_exceeds_construct_guardrail	chains=54;heavy=11.570;cbca=16.242
P04456	Q12149	6ft6-assembly1.cif.gz:BB-X	low_construct_coverage	chains=54;heavy=46.079;cbca=47.622
P0A7U7	P0AG67	8peg-assembly1.cif.gz:IA-T	low_construct_coverage	chains=54;heavy=16.047;cbca=22.898
A5FMZ2	A5FMZ9	9ozn-assembly1.cif.gz:IA-Y	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=24.339;cbca=26.847
A0A1B2U0Q7	A0A1M7D8T3	9ozn-assembly1.cif.gz:L-UA	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=21.294;cbca=22.012
A0A1B2U029	A0A1M5M9Q7	9ozn-assembly1.cif.gz:EA-G	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=11.867;cbca=15.795
A0A1B2U200	A0A1M7D8T4	9ozn-assembly1.cif.gz:FA-O	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=20.274;cbca=21.400
A0A1M5L7Z6	A0A1M7D8T4	9ozn-assembly1.cif.gz:O-Z	canonical_coverage_exceeds_construct_guardrail	chains=51;heavy=17.190;cbca=19.197
