panel	dataset	score
6b	Structural noncontact	0.999328
6b	Structural noncontact	0.999871
6b	Structural noncontact	0.999924
6b	Structural noncontact	0.999859
6b	Structural noncontact	0.998576
6b	Structural noncontact	0.999915
6b	Structural noncontact	0.001992
6b	Structural noncontact	0.027209
6b	Structural noncontact	0.999718
6b	Structural noncontact	0.000615
6b	Structural noncontact	0.999885
6b	Structural noncontact	0.569755
6b	Structural noncontact	0.999329
6b	Structural noncontact	0.997293
6b	Structural noncontact	0.99739
6b	Structural noncontact	0.999796
6b	Structural noncontact	0.841543
6b	Structural noncontact	0.001268
6b	Structural noncontact	0.999936
6b	Structural noncontact	9.5e-05
6b	Structural noncontact	0.996705
6b	Structural noncontact	0.108968
6b	Structural noncontact	0.997855
6b	Structural noncontact	0.999358
6b	Structural noncontact	0.027415
6b	Structural noncontact	0.999811
6b	Structural noncontact	0.460797
6b	Structural noncontact	0.998122
6b	Structural noncontact	0.017696
6b	Structural noncontact	0.999732
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.389356
6b	Structural noncontact	0.999839
6b	Structural noncontact	0.998975
6b	Structural noncontact	0.372747
6b	Structural noncontact	0.999386
6b	Structural noncontact	0.999898
6b	Structural noncontact	0.000243
6b	Structural noncontact	0.999934
6b	Structural noncontact	0.158214
6b	Structural noncontact	0.999721
6b	Structural noncontact	0.999516
6b	Structural noncontact	0.242588
6b	Structural noncontact	0.999351
6b	Structural noncontact	0.999756
6b	Structural noncontact	0.000912
6b	Structural noncontact	0.009224
6b	Structural noncontact	0.999948
6b	Structural noncontact	0.998049
6b	Structural noncontact	0.996857
6b	Structural noncontact	0.999724
6b	Structural noncontact	0.997016
6b	Structural noncontact	0.999611
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.000273
6b	Structural noncontact	0.970221
6b	Structural noncontact	0.99957
6b	Structural noncontact	0.013591
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.001135
6b	Structural noncontact	0.999534
6b	Structural noncontact	0.895495
6b	Structural noncontact	0.999299
6b	Structural noncontact	0.991023
6b	Structural noncontact	0.999781
6b	Structural noncontact	0.999164
6b	Structural noncontact	0.999733
6b	Structural noncontact	0.000372
6b	Structural noncontact	0.001304
6b	Structural noncontact	0.999944
6b	Structural noncontact	0.996218
6b	Structural noncontact	0.995815
6b	Structural noncontact	0.999872
6b	Structural noncontact	0.999601
6b	Structural noncontact	0.136433
6b	Structural noncontact	0.964939
6b	Structural noncontact	0.000135
6b	Structural noncontact	0.999922
6b	Structural noncontact	0.997419
6b	Structural noncontact	0.997753
6b	Structural noncontact	0.100292
6b	Structural noncontact	0.128891
6b	Structural noncontact	0.998037
6b	Structural noncontact	0.999563
6b	Structural noncontact	0.216789
6b	Structural noncontact	0.499163
6b	Structural noncontact	0.999823
6b	Structural noncontact	0.981679
6b	Structural noncontact	0.999726
6b	Structural noncontact	0.015164
6b	Structural noncontact	0.990715
6b	Structural noncontact	0.999935
6b	Structural noncontact	0.998981
6b	Structural noncontact	0.999886
6b	Structural noncontact	0.010972
6b	Structural noncontact	0.999849
6b	Structural noncontact	0.000477
6b	Structural noncontact	0.027981
6b	Structural noncontact	0.433971
6b	Structural noncontact	0.995906
6b	Structural noncontact	0.999874
6b	Structural noncontact	0.948361
6b	Structural noncontact	0.999888
6b	Structural noncontact	0.999881
6b	Structural noncontact	0.998997
6b	Structural noncontact	0.998138
6b	Structural noncontact	0.992067
6b	Structural noncontact	0.474331
6b	Structural noncontact	0.999855
6b	Structural noncontact	0.884501
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.010213
6b	Structural noncontact	0.018194
6b	Structural noncontact	0.999948
6b	Structural noncontact	0.999848
6b	Structural noncontact	0.052713
6b	Structural noncontact	0.999921
6b	Structural noncontact	0.973949
6b	Structural noncontact	0.997024
6b	Structural noncontact	0.008741
6b	Structural noncontact	0.996278
6b	Structural noncontact	0.000406
6b	Structural noncontact	0.001851
6b	Structural noncontact	0.996954
6b	Structural noncontact	0.962464
6b	Structural noncontact	0.027979
6b	Structural noncontact	0.999863
6b	Structural noncontact	0.005438
6b	Structural noncontact	0.024447
6b	Structural noncontact	0.998712
6b	Structural noncontact	0.487027
6b	Structural noncontact	0.00038
6b	Structural noncontact	0.172178
6b	Structural noncontact	0.98529
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.00173
6b	Structural noncontact	0.999787
6b	Structural noncontact	0.999913
6b	Structural noncontact	0.996192
6b	Structural noncontact	0.052488
6b	Structural noncontact	0.999109
6b	Structural noncontact	0.844521
6b	Structural noncontact	0.001464
6b	Structural noncontact	0.003172
6b	Structural noncontact	0.001896
6b	Structural noncontact	0.001011
6b	Structural noncontact	0.000125
6b	Structural noncontact	0.998054
6b	Structural noncontact	0.003503
6b	Structural noncontact	0.00065
6b	Structural noncontact	0.998309
6b	Structural noncontact	0.906275
6b	Structural noncontact	0.999606
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.000543
6b	Structural noncontact	0.008549
6b	Structural noncontact	0.999659
6b	Structural noncontact	0.174151
6b	Structural noncontact	0.923681
6b	Structural noncontact	0.998414
6b	Structural noncontact	0.999769
6b	Structural noncontact	0.999937
6b	Structural noncontact	0.980919
6b	Structural noncontact	0.999829
6b	Structural noncontact	0.997194
6b	Structural noncontact	0.999943
6b	Structural noncontact	0.998413
6b	Structural noncontact	0.999622
6b	Structural noncontact	0.338977
6b	Structural noncontact	0.999353
6b	Structural noncontact	0.999188
6b	Structural noncontact	7.8e-05
6b	Structural noncontact	0.972687
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.999793
6b	Structural noncontact	0.187194
6b	Structural noncontact	0.999898
6b	Structural noncontact	0.999522
6b	Structural noncontact	0.999691
6b	Structural noncontact	0.000153
6b	Structural noncontact	0.999942
6b	Structural noncontact	0.999649
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.932009
6b	Structural noncontact	0.001395
6b	Structural noncontact	0.999507
6b	Structural noncontact	0.03872
6b	Structural noncontact	0.999834
6b	Structural noncontact	0.999005
6b	Structural noncontact	0.999215
6b	Structural noncontact	0.178389
6b	Structural noncontact	0.663496
6b	Structural noncontact	0.999529
6b	Structural noncontact	0.999909
6b	Structural noncontact	0.999873
6b	Structural noncontact	0.999159
6b	Structural noncontact	0.00238
6b	Structural noncontact	0.94694
6b	Structural noncontact	0.99931
6b	Structural noncontact	0.311764
6b	Structural noncontact	0.000606
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.999939
6b	Structural noncontact	0.759268
6b	Structural noncontact	0.132632
6b	Structural noncontact	0.995167
6b	Structural noncontact	0.004623
6b	Structural noncontact	0.994953
6b	Structural noncontact	0.001731
6b	Structural noncontact	0.002618
6b	Structural noncontact	0.999935
6b	Structural noncontact	0.899185
6b	Structural noncontact	0.999902
6b	Structural noncontact	0.999381
6b	Structural noncontact	0.998097
6b	Structural noncontact	0.998042
6b	Structural noncontact	0.559585
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.999879
6b	Structural noncontact	0.999923
6b	Structural noncontact	0.002829
6b	Structural noncontact	0.992554
6b	Structural noncontact	0.999005
6b	Structural noncontact	0.671746
6b	Structural noncontact	0.999579
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.879644
6b	Structural noncontact	7.8e-05
6b	Structural noncontact	0.990734
6b	Structural noncontact	0.999943
6b	Structural noncontact	0.995408
6b	Structural noncontact	0.990845
6b	Structural noncontact	0.239277
6b	Structural noncontact	0.999932
6b	Structural noncontact	0.954767
6b	Structural noncontact	0.99833
6b	Structural noncontact	0.98682
6b	Structural noncontact	0.994034
6b	Structural noncontact	0.999947
6b	Structural noncontact	0.000766
6b	Structural noncontact	0.690152
6b	Structural noncontact	0.999882
6b	Structural noncontact	0.99972
6b	Structural noncontact	0.000554
6b	Structural noncontact	0.518097
6b	Structural noncontact	0.000638
6b	Structural noncontact	0.99992
6b	Structural noncontact	0.999706
6b	Structural noncontact	0.000179
6b	Structural noncontact	0.000139
6b	Structural noncontact	0.997571
6b	Structural noncontact	0.999925
6b	Structural noncontact	0.000669
6b	Structural noncontact	0.000256
6b	Structural noncontact	0.999942
6b	Structural noncontact	0.999571
6b	Structural noncontact	0.999935
6b	Structural noncontact	0.999183
6b	Structural noncontact	0.999921
6b	Structural noncontact	0.000354
6b	Structural noncontact	0.406157
6b	Structural noncontact	0.999877
6b	Structural noncontact	0.997978
6b	Structural noncontact	0.999944
6b	Structural noncontact	0.998976
6b	Structural noncontact	0.999943
6b	Structural noncontact	0.000477
6b	Structural noncontact	0.000816
6b	Structural noncontact	0.999946
6b	Structural noncontact	0.998495
6b	Structural noncontact	0.000469
6b	Structural noncontact	0.033142
6b	Structural noncontact	0.016726
6b	Structural noncontact	0.999945
6b	Structural noncontact	0.99988
6b	Structural noncontact	0.009709
6b	Structural noncontact	0.00013
6b	Structural noncontact	0.997232
6b	Structural noncontact	0.00025
6b	Structural noncontact	0.000877
6b	Structural noncontact	0.999938
6b	Structural noncontact	0.999764
6b	Structural noncontact	0.516585
6b	Structural noncontact	0.999918
6b	Structural noncontact	0.999795
6b	Structural noncontact	0.019059
6b	Structural noncontact	6.9e-05
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.987917
6b	Structural noncontact	0.996928
6b	Structural noncontact	0.787018
6b	Structural noncontact	0.649088
6b	Structural noncontact	0.999944
6b	Structural noncontact	0.038893
6b	Structural noncontact	0.999941
6b	Structural noncontact	0.825536
6b	Structural noncontact	0.999445
6b	Structural noncontact	0.999939
6b	Structural noncontact	0.059703
6b	Structural noncontact	0.999778
6b	Structural noncontact	0.959034
6b	Structural noncontact	0.999682
6b	Structural noncontact	0.927253
6b	Structural noncontact	0.99994
6b	Structural noncontact	0.055841
6b	Structural noncontact	0.999907
6b	Structural noncontact	0.999531
6b	Structural noncontact	0.99831
6b	Structural noncontact	0.997842
6b	Structural noncontact	0.000282
6b	Structural noncontact	0.939895
6b	Structural noncontact	0.980527
6b	Structural noncontact	0.049201
6b	Structural noncontact	0.998917
6b	Structural noncontact	0.999918
6b	Structural noncontact	0.999889
6b	Structural noncontact	0.997621
6b	Structural noncontact	0.999921
6b	Structural noncontact	0.673535
6d	Biophysical direct	0.000168
6d	Biophysical direct	0.016756
6d	Biophysical direct	7.7e-05
6d	Biophysical direct	7.2e-05
6d	Biophysical direct	0.274022
6d	Biophysical direct	0.768964
6d	Biophysical direct	0.000797
6d	Biophysical direct	0.00768
6d	Biophysical direct	0.009547
6d	Biophysical direct	0.00018
6d	Biophysical direct	0.011475
6d	Biophysical direct	0.000166
6d	Biophysical direct	0.61986
6d	Biophysical direct	0.000198
6d	Biophysical direct	0.029219
6d	Biophysical direct	0.016229
6d	Biophysical direct	0.000668
6d	Biophysical direct	5.1e-05
6d	Biophysical direct	0.010455
6d	Biophysical direct	0.008145
6d	Biophysical direct	8.1e-05
6d	Biophysical direct	0.000163
6d	Biophysical direct	0.000206
6d	Biophysical direct	0.994297
6d	Biophysical direct	0.019223
6d	Biophysical direct	0.997864
6d	Other direct-binding	0.999581
6d	Other direct-binding	0.999641
6d	Other direct-binding	0.045289
6d	Other direct-binding	0.001563
6d	Other direct-binding	0.998906
6d	Other direct-binding	6.8e-05
6d	Other direct-binding	5.4e-05
6d	Other direct-binding	5.1e-05
6d	Other direct-binding	0.111728
6d	Other direct-binding	0.000188
6d	Other direct-binding	0.002031
6d	Other direct-binding	0.015469
6d	Other direct-binding	0.223078
6d	Other direct-binding	0.999767
6d	Other direct-binding	0.999753
6d	Other direct-binding	0.000111
6d	Other direct-binding	9.6e-05
6d	Other direct-binding	0.996266
6d	Other direct-binding	0.074211
6d	Other direct-binding	0.004918
6d	Other direct-binding	0.00748
6d	Other direct-binding	8.4e-05
6d	Other direct-binding	0.000711
6d	Other direct-binding	0.000289
6d	Other direct-binding	0.26388
6d	Other direct-binding	0.999853
6d	Other direct-binding	0.586406
6d	Other direct-binding	0.000191
6d	Other direct-binding	0.927634
6d	Other direct-binding	0.000112
6d	Other direct-binding	0.04032
6d	Other direct-binding	0.000102
6d	Other direct-binding	0.000918
6d	Other direct-binding	0.284363
6d	Other direct-binding	0.00098
6d	Other direct-binding	0.000761
6d	Other direct-binding	0.060295
6d	Other direct-binding	0.001109
6d	Other direct-binding	0.99967
6d	Other direct-binding	0.040016
6d	Other direct-binding	6.2e-05
6d	Other direct-binding	0.997836
6d	Other direct-binding	0.003982
6d	Other direct-binding	0.147594
6d	Other direct-binding	0.000186
6d	Other direct-binding	0.039474
6d	Other direct-binding	0.75063
6d	Other direct-binding	9.1e-05
6d	Other direct-binding	0.057622
6d	Other direct-binding	0.545917
6d	Other direct-binding	0.000266
6d	Other direct-binding	0.999921
6d	Other direct-binding	0.713073
6d	Other direct-binding	0.27587
6d	Other direct-binding	8e-05
6d	Other direct-binding	0.000145
6d	Other direct-binding	0.999419
6d	Other direct-binding	0.016205
6d	Other direct-binding	0.011571
6d	Other direct-binding	0.002059
6d	Other direct-binding	0.000383
6d	Other direct-binding	0.997847
6d	Other direct-binding	0.000749
6d	Other direct-binding	0.004863
6d	Other direct-binding	0.000145
6d	Other direct-binding	0.886773
6d	Other direct-binding	0.002303
6d	Other direct-binding	0.000898
6d	Other direct-binding	6.5e-05
6d	Other direct-binding	0.990535
6d	Other direct-binding	0.951071
6d	Other direct-binding	6.6e-05
6d	Other direct-binding	0.997441
6d	Other direct-binding	0.001397
6d	Other direct-binding	0.049446
6d	Other direct-binding	0.003636
6d	Other direct-binding	0.001279
6d	Other direct-binding	0.993678
6d	Association negative	0.004254
6d	Association negative	0.000295
6d	Association negative	6.8e-05
6d	Association negative	0.003744
6d	Association negative	0.999175
6d	Association negative	6.2e-05
6d	Association negative	0.001399
6d	Association negative	0.97884
6d	Association negative	0.001096
6d	Association negative	0.000111
6d	Association negative	0.026511
6d	Association negative	0.946005
6d	Association negative	0.060583
6d	Association negative	0.956202
6d	Association negative	0.000221
6d	Association negative	0.011969
6d	Association negative	0.998574
6d	Association negative	0.000935
6d	Association negative	0.999687
6d	Association negative	6.5e-05
6d	Association negative	0.00053
6d	Association negative	0.132167
6d	Association negative	0.000265
6d	Association negative	0.995751
6d	Association negative	0.999892
6d	Association negative	0.555008
6d	Association negative	0.976298
6d	Association negative	0.000123
6d	Association negative	0.990501
6d	Association negative	0.000858
6d	Association negative	0.003459
6d	Association negative	0.001876
6d	Association negative	0.999147
6d	Association negative	0.000351
6d	Association negative	5.5e-05
6d	Association negative	0.000556
6d	Association negative	0.999782
6d	Association negative	0.00057
6d	Association negative	0.00178
